,geometry,name,photos,place_id,plus_code,vicinity,types,LocationID
10,"{'location': {'lat': 34.1446003, 'lng': -118.392351}, 'viewport': {'northeast': {'lat': 34.14598807989272, 'lng': -118.3911512201072}, 'southwest': {'lat': 34.14328842010728, 'lng': -118.3938508798927}}}",CBS Studio Center,"[{'height': 3807, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116762854930395036579"">Andrew Gregor</a>'], 'photo_reference': 'CmRaAAAAE2WAWDXxjrF7s8J6P4E2ladOE7I_Mm8cQw-xM7c4lhsXXPJ3JVSCdbAgh5dlKvwkk6XTlOHLkK_rQwm2TUb2rkbUHxomdLvDUk1mMB4-71CB4Loqhk8gtIAV6eUf2s2mEhBgoOxjv1nVg5dBJspIWVhcGhRmD_lMrIB7F-aBMXlpF44cK5vbOQ', 'width': 5710}]",ChIJRedS9Qe-woARWd5D5_4bRQc,"{'compound_code': '4JV5+R3 Los Angeles, California', 'global_code': '85634JV5+R3'}","4024 Radford Ave, Studio City","['point_of_interest', 'establishment']",CBS Corporation 2018-4399-1697011
11,"{'location': {'lat': 24.9177306, 'lng': -80.6362036}, 'viewport': {'northeast': {'lat': 24.91897002989272, 'lng': -80.63473207010728}, 'southwest': {'lat': 24.91627037010728, 'lng': -80.63743172989273}}}",81850 Overseas Hwy,,ChIJU0xCnWA314gRoVVGBSymEys,,Islamorada,['premise'],Florida Municipal Insura-4467-1988081
12,"{'location': {'lat': 24.964079, 'lng': -80.56847499999999}, 'viewport': {'northeast': {'lat': 24.96543227989272, 'lng': -80.56708337010727}, 'southwest': {'lat': 24.96273262010728, 'lng': -80.56978302989272}}}",87000 Overseas Hwy,,ChIJX_QBrpU414gRGYmOEyVK7ho,"{'compound_code': 'XC7J+JJ Islamorada, Florida', 'global_code': '76PXXC7J+JJ'}",Islamorada,['street_address'],Florida Municipal Insura-4467-1986288
13,"{'location': {'lat': 24.964079, 'lng': -80.56847499999999}, 'viewport': {'northeast': {'lat': 24.96543227989272, 'lng': -80.56708337010727}, 'southwest': {'lat': 24.96273262010728, 'lng': -80.56978302989272}}}",87000 Overseas Hwy,,ChIJX_QBrpU414gRGYmOEyVK7ho,"{'compound_code': 'XC7J+JJ Islamorada, Florida', 'global_code': '76PXXC7J+JJ'}",Islamorada,['street_address'],Florida Municipal Insura-4467-1986289
14,"{'location': {'lat': 24.964079, 'lng': -80.56847499999999}, 'viewport': {'northeast': {'lat': 24.96543227989272, 'lng': -80.56708337010727}, 'southwest': {'lat': 24.96273262010728, 'lng': -80.56978302989272}}}",87000 Overseas Hwy,,ChIJX_QBrpU414gRGYmOEyVK7ho,"{'compound_code': 'XC7J+JJ Islamorada, Florida', 'global_code': '76PXXC7J+JJ'}",Islamorada,['street_address'],Florida Municipal Insura-4467-1986321
15,"{'location': {'lat': 37.6969706, 'lng': -121.8827748}, 'viewport': {'northeast': {'lat': 37.69810637989272, 'lng': -121.8814258201073}, 'southwest': {'lat': 37.69540672010728, 'lng': -121.8841254798928}}}",Gap,"[{'height': 533, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105232866776285494092"">A Google User</a>'], 'photo_reference': 'CmRaAAAADs9Z2Uyrr3hJGuoizvRyorXYGh_woWGbZ2-omM5PGxSM3KSXWpKobazGBGw7MaKk2jvwbt89YdQRpIU2vR20NKvscWO9rKjsCd_HnqOvqBmk6ixKKTRdl5_lNbVi3FhPEhDT7hMbkRRfBhygv5uR7WoQGhSPvsEphzKNY1yW0ImAR9AtXAAhcw', 'width': 800}]",ChIJY_4yu0jpj4ARKlk-mrlNwUw,"{'compound_code': 'M4W8+QV Pleasanton, California', 'global_code': '849WM4W8+QV'}","4440 Rosewood Dr, Pleasanton","['point_of_interest', 'establishment']",Gap Inc 2019-4458-1916545
16,"{'location': {'lat': 37.6980073, 'lng': -121.8821432}, 'viewport': {'northeast': {'lat': 37.69923357989272, 'lng': -121.8805962201073}, 'southwest': {'lat': 37.69653392010728, 'lng': -121.8832958798927}}}",EllieMae Building 3,,ChIJq6rq9Ejpj4AR6eZZUqQjVzE,"{'compound_code': 'M4X9+64 Pleasanton, California', 'global_code': '849WM4X9+64'}","4440 Rosewood Dr, Pleasanton","['point_of_interest', 'establishment']",Gap Inc 2019-4458-1916545
17,"{'location': {'lat': 27.7779096, 'lng': -82.63010980000001}, 'viewport': {'northeast': {'lat': 27.77911317989272, 'lng': -82.62875797010727}, 'southwest': {'lat': 27.77641352010728, 'lng': -82.63145762989272}}}",The Vinoy® Renaissance St. Petersburg Resort & Golf Club,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100489365224332188458"">Steve Thomas</a>'], 'photo_reference': 'CmRaAAAAybg3LZhkJ2CgN55_pFB5FnRFTt10LNGTfV69MTOkdeGDdOM7XWI0RlYEjyu6b9P4SpweSswGGaIZQ6xb6W73QPEg5yVFEcjNFstbGobjJ6qifNwypu294Qbgy4Hb7vxsEhCeW6kT9lxxWDqpTR37ZIOGGhSp54DtPyP9i1v7zHZSK7GvX-_LcQ', 'width': 3840}]",ChIJmWdX-XThwogR7MeB5_pW8EQ,"{'compound_code': 'Q9H9+5X St. Petersburg, Florida', 'global_code': '76VVQ9H9+5X'}","501 5th Ave NE, St. Petersburg","['lodging', 'point_of_interest', 'establishment']",Marriott International I-4464-1955512
18,"{'location': {'lat': 30.4539238, 'lng': -90.0908726}, 'viewport': {'northeast': {'lat': 30.45493362989272, 'lng': -90.08953142010728}, 'southwest': {'lat': 30.45223397010728, 'lng': -90.09223107989273}}}",Tulane National Primate Research Center,,ChIJOzyd1n1cJ4YR575EhYrzuRY,"{'compound_code': 'FW35+HM Covington, Louisiana', 'global_code': '862FFW35+HM'}","18703 Three Rivers Rd, Covington","['university', 'point_of_interest', 'establishment']",The Administrators of th-4508-2118691
19,"{'location': {'lat': 19.5709527, 'lng': -155.9641412}, 'viewport': {'northeast': {'lat': 19.57243152989272, 'lng': -155.9626576201073}, 'southwest': {'lat': 19.56973187010728, 'lng': -155.9653572798927}}}",Kona Coast Resort,"[{'height': 494, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106898337222314651362"">Kona Coast Resort</a>'], 'photo_reference': 'CmRaAAAAscOaAmkZ245a9myvooJTAFDNsk-uMDnzocXNyJivoWPZaQ9aYgn-ZM9Vdp7erNjFYZfavw0PpOIoV9mTtBVzNvTLriqj7RCcsEivuaWlCIJjzNjDLJ3UJjjAj0dwmkpiEhBuhdiH9d6hpGS08pFCRKogGhSZWg82lJmK3k3L2kYhvLSaQsiuMQ', 'width': 800}]",ChIJuUX4Z-8FVHkR_a54yfbxL_k,"{'compound_code': 'H2CP+98 Kailua-Kona, Hawaii', 'global_code': '73F6H2CP+98'}","78-6842 Ali'i Dr, Kailua-Kona","['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2089752
20,"{'location': {'lat': 19.5739857, 'lng': -155.9676855}, 'viewport': {'northeast': {'lat': 19.57536062989272, 'lng': -155.9654814}, 'southwest': {'lat': 19.57266097010728, 'lng': -155.9684202}}}",Keauhou-Kona Surf/Racquet,"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114252214320348034631"">John Ambert</a>'], 'photo_reference': 'CmRaAAAAW_dQUR3P9C3lLU6ajwZZdUqbTj98k8jfn0D2jWcJcWduINzLdtahn_3Wxi-gHeSwUtSqvhWr8vjeapxMcEfNz0kdlRVGgRKQftr3lkb9zjYoJGMFi2kNKhSGQm725yA4EhAN5rqpX4iYn2SM8q3Gv4BjGhQluA0zB1ppcBk_6xs0UNSr0lj5Rw', 'width': 4048}]",ChIJ0SYVRu4FVHkR5MLtdj4utyw,"{'compound_code': 'H2FJ+HW Kailua-Kona, Hawaii', 'global_code': '73F6H2FJ+HW'}","78-6800 Alii Dr, Kailua-Kona","['point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2089752
21,"{'location': {'lat': 19.5669414, 'lng': -155.9622543}, 'viewport': {'northeast': {'lat': 19.56820782989272, 'lng': -155.9611545201073}, 'southwest': {'lat': 19.56550817010728, 'lng': -155.9638541798927}}}",Keauhou Resort,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107658884973258469549"">John Sichtar</a>'], 'photo_reference': 'CmRaAAAAED38nutI4ki1XY9V8vp98W2jG8hxvWDhIMWAdqRYtE1lJnWBsURBYQpkdsmsgRj9HKTLtZhJ1lFCLuf3zcfurnRaO1vDdBh8_9GUcllGhYV4ZVTRkq8xTpwtGeBmAyqzEhBCalzSYmu4SFw_UNzl6qQuGhS2mrnoIoa5yvD4nxkTg-3eIOXEoA', 'width': 1440}]",ChIJwSgUIuYFVHkR1a7N4TKtB4Y,"{'compound_code': 'H28Q+Q3 Kailua-Kona, Hawaii', 'global_code': '73F6H28Q+Q3'}","78-7039 Kamehameha III Rd, Kailua-Kona","['point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2089752
22,"{'location': {'lat': 19.5648593, 'lng': -155.9654541}, 'viewport': {'northeast': {'lat': 19.5672341, 'lng': -155.964589}, 'southwest': {'lat': 19.5640677, 'lng': -155.9680494}}}",Kanaloa at Kona by Outrigger®,"[{'height': 1364, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100969591277701543714"">Kanaloa at Kona by Outrigger®</a>'], 'photo_reference': 'CmRaAAAAYfb-b70ISwnAwVHo7-rNQMZ24iBnq7hAFPWVAWqKsgYLNwHDHEjVuX9Opk_4FqOuckRjbD5UWP1DH7tmaI7ZID2X9mctGVuoPTCLsfdzinPUP9pkm8q3G4UL--BffRgeEhCNDDuWTQk9jYa5LMNOR2H_GhQTv0kI5s_5A1a1nM31pbZ5b8sNdQ', 'width': 2048}]",ChIJgZdTZOgFVHkRXHmP4elPQNA,"{'compound_code': 'H27M+WR Kailua-Kona, Hawaii', 'global_code': '73F6H27M+WR'}","78-261 Manukai St, Kailua-Kona","['lodging', 'point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2089752
23,"{'location': {'lat': 19.5690861, 'lng': -155.9645559}, 'viewport': {'northeast': {'lat': 19.57047877989272, 'lng': -155.9631788201073}, 'southwest': {'lat': 19.56777912010728, 'lng': -155.9658784798927}}}",Kanaloa at Kona Hawaii Oceanfront Condo,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101386850564194294175"">Electro Pimp The Vynlst</a>'], 'photo_reference': 'CmRaAAAAgjZIo763XWUwu3dq5mTBifNUZhVx03lEzy5IabfxGOJmcr2pxbJm8_tzUx3OgHnrYBuoNTj5Ps92NoHEBuHdPYBogPW4GFp-DMKgeOAJ3HBeO2qF8OG2WkrJ5UmetfmEEhC208t0CfvUmNcrf_vsq_I3GhTxCIRLhZfZospG9dkxercYyFrzbQ', 'width': 2448}]",ChIJJX42Nu8FVHkR-kGTnUWvlAo,"{'compound_code': 'H29P+J5 Kailua-Kona, Hawaii', 'global_code': '73F6H29P+J5'}","78-6842 Alii Dr, Kailua-Kona","['real_estate_agency', 'travel_agency', 'point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2089752
24,"{'location': {'lat': 19.926675, 'lng': -155.795068}, 'viewport': {'northeast': {'lat': 19.92797872989272, 'lng': -155.7936178701073}, 'southwest': {'lat': 19.92527907010728, 'lng': -155.7963175298927}}}",Paniolo Greens,"[{'height': 494, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106299269946280407793"">A Google User</a>'], 'photo_reference': 'CmRaAAAAIdGz6v_ZOCiXXq9yabbsPVg9D9S3lfYAduEV9f29Tmlt9U9fBFnrYKOJEfIFKrjSocWhRqldWKsG4KqcytJtXlfXMyLE2pkcQZA1i3BNOg0yRBiP4LG5f23r9nNjZZY-EhA_C9yuPvkwow2CT4Hv5Xd2GhTthCID4i1RSlZiVM0qaA1-T_LZvg', 'width': 800}]",ChIJifZqpyWGU3kRBAyGfVI_MhE,"{'compound_code': 'W6G3+MX Waikoloa Village, Hawaii', 'global_code': '73F6W6G3+MX'}","68-1745 Waikoloa Rd, Waikoloa Village","['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2089751
25,"{'location': {'lat': 19.558428, 'lng': -155.9620227}, 'viewport': {'northeast': {'lat': 19.55990877989272, 'lng': -155.9605541701073}, 'southwest': {'lat': 19.55720912010728, 'lng': -155.9632538298927}}}",Holua Resort at Mauna Loa Village,"[{'height': 448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104527346165954282250"">A Google User</a>'], 'photo_reference': 'CmRaAAAAQ_kS_HbnfsxmKZu5Zl6OyC7oaq61-gPlFJOerRohDAnabZyLAgmQu9umTNjQUXpIatUfpMeVm0dOXcUbvyr0cDjnLgn4Bm9zKW2nDQ1vH0G0B2N8mck4WlWIPI9uOEsDEhBKFwgmioBvdxwYfcOI2WF_GhQpRQWgzQTbsjY7ax7dFdbwdsfj3w', 'width': 862}]",ChIJfw1liucFVHkRVRV_xrWimZ8,"{'compound_code': 'H25Q+95 Kailua-Kona, Hawaii', 'global_code': '73F6H25Q+95'}","78-7190 Kaleiopapa St, Kailua-Kona","['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2089750
26,"{'location': {'lat': 19.5648593, 'lng': -155.9654541}, 'viewport': {'northeast': {'lat': 19.5672341, 'lng': -155.964589}, 'southwest': {'lat': 19.5640677, 'lng': -155.9680494}}}",Kanaloa at Kona by Outrigger®,"[{'height': 1364, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100969591277701543714"">Kanaloa at Kona by Outrigger®</a>'], 'photo_reference': 'CmRaAAAAlrQHH8rpGwrhwNxbaSxw8bZj_TiUpFymimxmw9lkJ5UqXVbN_e2NcsGuVrLVMLEAH_qvVtnQ_CAdhvfSUGP2GfIVB-xQgX4ZxhIMt0TahTpq6aDGj0za7C3nbPnbfnuCEhB7bzyV2Envhr7m1yXlKj7PGhRVvFhu58R_ZPC28m_ibTfxKGQ05Q', 'width': 2048}]",ChIJgZdTZOgFVHkRXHmP4elPQNA,"{'compound_code': 'H27M+WR Kailua-Kona, Hawaii', 'global_code': '73F6H27M+WR'}","78-261 Manukai St, Kailua-Kona","['lodging', 'point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2089750
27,"{'location': {'lat': 19.5669414, 'lng': -155.9622543}, 'viewport': {'northeast': {'lat': 19.56820782989272, 'lng': -155.9611545201073}, 'southwest': {'lat': 19.56550817010728, 'lng': -155.9638541798927}}}",Keauhou Resort,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107658884973258469549"">John Sichtar</a>'], 'photo_reference': 'CmRaAAAADwonyjrAynGD0_ZKfV-5czwbK6t9mRfQExY3O5la58KlTaxPcvDoiXPG9bCUARfxPWnEd9xedBeN0jgqgzds66_LS4eAGSQEEgeJ6f6Cf9GsDDYKhUMgXICPSY_FjLn8EhCMoEZtcXfGZhRh6agpwKFTGhS-NyPJMNtFIRs-kgWlJoSMtuYNWQ', 'width': 1440}]",ChIJwSgUIuYFVHkR1a7N4TKtB4Y,"{'compound_code': 'H28Q+Q3 Kailua-Kona, Hawaii', 'global_code': '73F6H28Q+Q3'}","78-7039 Kamehameha III Rd, Kailua-Kona","['point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2089750
28,"{'location': {'lat': 26.6852807, 'lng': -80.0552386}, 'viewport': {'northeast': {'lat': 26.6866319, 'lng': -80.05389777010727}, 'southwest': {'lat': 26.6838856, 'lng': -80.05659742989272}}}",3111 S Dixie Hwy,,ChIJ0SmqDlXW2IgRkb3Rf08furE,,West Palm Beach,['premise'],3111 Prospect Place Equi-4537-2154055
29,"{'location': {'lat': 26.3494344, 'lng': -80.0927779}, 'viewport': {'northeast': {'lat': 26.35126792989272, 'lng': -80.09143327010727}, 'southwest': {'lat': 26.34856827010728, 'lng': -80.09413292989272}}}",The Heritage at Boca Raton Apartments,"[{'height': 797, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102323603954670949760"">The Heritage at Boca Raton</a>'], 'photo_reference': 'CmRaAAAAnLzQGtYmSHxRpYuClibS92RBP5KvrMeET1MLMr8Eu4Q-rdo6QznJhi0jw6bbv4BKsmiPAAKqD_t8keTpf7cDQr-m4l5mpSpN8gmyL3t8m_EncTZvBUL6Jc4_al4bpRCtEhC1gRc9q-KKbqcDYhfm4de0GhRm6taTo4cl0pbWDZp7_fgVkdWeGQ', 'width': 1417}]",ChIJ69JTLwTi2IgR7nKo15rol7I,"{'compound_code': '8WX4+QV Boca Raton, Florida', 'global_code': '76RX8WX4+QV'}","320 W Palmetto Park Rd, Boca Raton","['point_of_interest', 'establishment']",PGIM Inc 2018-4420-1782490
30,"{'location': {'lat': 26.1289143, 'lng': -80.139282}, 'viewport': {'northeast': {'lat': 26.13026942989272, 'lng': -80.13770887010728}, 'southwest': {'lat': 26.12756977010728, 'lng': -80.14040852989271}}}",Solmar on Sixth Luxury Apartments,"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102733146326572561025"">Solmar on Sixth Luxury Apartments</a>'], 'photo_reference': 'CmRaAAAAS6klNSo9VdpJqHPRh3GIXFuuyj11XDvWBkyHRXNP4DRvDeIHQXgd_y9c18UkT6gZ7SIMjDs3BnxxYpn-6rg0dPWOPa71w4l5x1wtk0zER4F3gSIUkC9Kkeg3NePa1f3hEhB9bGKtoU-jJCsWVVMRNDP5GhSdwSoqFMtqaaq-S6h33jrOJydirw', 'width': 1422}]",ChIJOdseHqsB2YgRGysmdSusYWA,"{'compound_code': '4VH6+H7 Fort Lauderdale, Florida', 'global_code': '76RX4VH6+H7'}","408 NE 6th St, Fort Lauderdale","['point_of_interest', 'establishment']",PGIM Inc 2018-4420-1782275
