,business_status,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,LocationID,permanently_closed,price_level
10,OPERATIONAL,"{'location': {'lat': 34.0751958, 'lng': -118.3586704}, 'viewport': {'northeast': {'lat': 34.07652232989272, 'lng': -118.3573210201073}, 'southwest': {'lat': 34.07382267010727, 'lng': -118.3600206798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,Television City,{'open_now': True},"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100200347972736580221"">Samarth km</a>'], 'photo_reference': 'CmRaAAAAiMN6faWIirCRfHAuybDhfQm4hPxMUZk-yK79WTmuw1fNoH8UAJa_7HmBQAcmorCJVclX2kXlohE2Rix-bMvxc-O97RUwYUhoiALmjMy44froQZuRF-bunOhvOaz1fD03EhD-AhPotNXRF1omUvKMWoIvGhRF5yMeD-KRrqqC023Qe5byKopkQQ', 'width': 4032}]",ChIJ_RcZghO5woARoJWOfQPqIy4,"{'compound_code': '3JGR+3G Los Angeles, California', 'global_code': '85633JGR+3G'}",4.5,ChIJ_RcZghO5woARoJWOfQPqIy4,GOOGLE,"['point_of_interest', 'establishment']",81.0,"7800 Beverly Blvd, Los Angeles",CBS Corporation 2018-4399-1697273,,
11,OPERATIONAL,"{'location': {'lat': 37.799158, 'lng': -122.4014031}, 'viewport': {'northeast': {'lat': 37.80057237989272, 'lng': -122.3999578701072}, 'southwest': {'lat': 37.79787272010728, 'lng': -122.4026575298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,f528509304f4c01cd68e4e48e63a43a55de10aec,CBS News,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113835259270710759463"">Scott Pittman</a>'], 'photo_reference': 'CmRaAAAAXtS4-lt_FBuuzb3OpNbfpx44kvWxevl9ADqReBdc8Z2tzi1dg-WgP8Cx38r4p4xfpynBeKlnHsrtMnya13sfCCulX6fc0y38cA4_TpysOiJ4cFTS--5JOhmDyFHbF4yqEhAs8jwOhUywQQMzqXuhDqvkGhRl6FMOYydRlbphcthdpAFRa21ZGA', 'width': 4032}]",ChIJ9Xhjf1-AhYARPnt7dvbFKWo,"{'compound_code': 'QHXX+MC North Beach, San Francisco, CA', 'global_code': '849VQHXX+MC'}",4.2,ChIJ9Xhjf1-AhYARPnt7dvbFKWo,GOOGLE,"['point_of_interest', 'establishment']",5.0,"855 Battery St, San Francisco",CBS Corporation 2018-4399-1697041,,
12,OPERATIONAL,"{'location': {'lat': 37.7987702, 'lng': -122.4014969}, 'viewport': {'northeast': {'lat': 37.80014832989272, 'lng': -122.3999556701073}, 'southwest': {'lat': 37.79744867010727, 'lng': -122.4026553298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,KPIX 5,{'open_now': True},"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115183092671087030332"">Sean McQuay</a>'], 'photo_reference': 'CmRaAAAARmd4XnfUiL58_U_D_2X_jTq101L_j_wXYa_rC1vR0ufbIOjWyKZ4gAzsjDuXriA2ecA6bBgGK6B5UWPgSmscsP43hxRniZCKY8GETWn0ZoUI9TFmJo7Mz_hZV2iRNHDxEhCkh6O-LKt0wJel5hXBkl8NGhQdbmyHCy-k5hqAo07YER242UGRqQ', 'width': 3505}]",ChIJjYJjf1-AhYARYtlNI1XBdTI,"{'compound_code': 'QHXX+GC North Beach, San Francisco, CA', 'global_code': '849VQHXX+GC'}",3.8,ChIJjYJjf1-AhYARYtlNI1XBdTI,GOOGLE,"['point_of_interest', 'establishment']",36.0,"855 Battery St, San Francisco",CBS Corporation 2018-4399-1697041,,
13,OPERATIONAL,"{'location': {'lat': 37.8004372, 'lng': -122.3996044}, 'viewport': {'northeast': {'lat': 37.80174847989272, 'lng': -122.3985605201073}, 'southwest': {'lat': 37.79904882010727, 'lng': -122.4012601798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,13b5b79cffbee44109312e94bc2bf77614be6843,ABC7 KGO TV,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110391449249130367733"">Benjamin Bloom</a>'], 'photo_reference': 'CmRaAAAALPN84kD-kGhcv5_vVHomyQVFNgtMSVWqwLm8Y9SlbN0tqbm782hulrBESII2-eZ1b9_te1ScNw3sHK1YXQoDeZV0KDBtGnFmchHKiIAEDptGtG1w1SbkgU7x8l9IOyZbEhBkQjC_0aWx9FgWJWCPOeJsGhSMeeo2QE8eJFWFLA6SCuUMofXwtw', 'width': 4032}]",ChIJ_fAybV-AhYARZ8JHfbNkz9M,"{'compound_code': 'RJ22+55 North Beach, San Francisco, CA', 'global_code': '849VRJ22+55'}",3.7,ChIJ_fAybV-AhYARZ8JHfbNkz9M,GOOGLE,"['point_of_interest', 'establishment']",28.0,"900 Front St, San Francisco",CBS Corporation 2018-4399-1697041,,
14,OPERATIONAL,"{'location': {'lat': 37.799158, 'lng': -122.4014031}, 'viewport': {'northeast': {'lat': 37.80057237989272, 'lng': -122.3999578701072}, 'southwest': {'lat': 37.79787272010728, 'lng': -122.4026575298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,KBCW 44 CABLE 12,{'open_now': True},,ChIJRwJlf1-AhYARCSfEKsL8uLY,"{'compound_code': 'QHXX+MC North Beach, San Francisco, CA', 'global_code': '849VQHXX+MC'}",5.0,ChIJRwJlf1-AhYARCSfEKsL8uLY,GOOGLE,"['point_of_interest', 'establishment']",2.0,"855 Battery St, San Francisco",CBS Corporation 2018-4399-1697041,,
15,OPERATIONAL,"{'location': {'lat': 37.7991761, 'lng': -122.4013176}, 'viewport': {'northeast': {'lat': 37.80053427989272, 'lng': -122.3999050701073}, 'southwest': {'lat': 37.79783462010728, 'lng': -122.4026047298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3394e1c794a96b46c767379f34d6fe5842ee4002,KCBS All News 740AM,{'open_now': True},,ChIJZ1l4gPWAhYAR6WP0bEQOtXw,"{'compound_code': 'QHXX+MF North Beach, San Francisco, CA', 'global_code': '849VQHXX+MF'}",4.0,ChIJZ1l4gPWAhYAR6WP0bEQOtXw,GOOGLE,"['point_of_interest', 'establishment']",3.0,"865 Battery St, San Francisco",CBS Corporation 2018-4399-1697041,,
16,OPERATIONAL,"{'location': {'lat': 37.8002952, 'lng': -122.3991934}, 'viewport': {'northeast': {'lat': 37.80162307989272, 'lng': -122.3977401201073}, 'southwest': {'lat': 37.79892342010728, 'lng': -122.4004397798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,KRON 4,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107602328530544278868"">Raymond Hamilton</a>'], 'photo_reference': 'CmRaAAAAVfJEmtM3dc0wqBbLy7C7aXpyylFM-D8giAvkKhMfTVAv_-VLdcQ3deJJD51G18h-UXcmQQKn5rpISSqQRcBXO2WUUiDS-8esO87xqKWYKADrNhasLBLgp3sp9os5XKcdEhCc5VO7m5NTUYss_ju6C8YAGhQjPVj05YPKtO5GSwcnVTRupJ_9bA', 'width': 4032}]",ChIJ0Z9lZZaAhYARTbsMsZZD5Ws,"{'compound_code': 'RJ22+48 North Beach, San Francisco, CA', 'global_code': '849VRJ22+48'}",4.1,ChIJ0Z9lZZaAhYARTbsMsZZD5Ws,GOOGLE,"['point_of_interest', 'establishment']",34.0,"900 Front St 3rd floor, San Francisco",CBS Corporation 2018-4399-1697041,,
17,OPERATIONAL,"{'location': {'lat': 37.798597, 'lng': -122.4025986}, 'viewport': {'northeast': {'lat': 37.79984792989272, 'lng': -122.4012286701073}, 'southwest': {'lat': 37.79714827010727, 'lng': -122.4039283298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,Sports Byline USA,,,ChIJi0SBdfWAhYAROmq7Ls01rZQ,"{'compound_code': 'QHXW+CX North Beach, San Francisco, CA', 'global_code': '849VQHXW+CX'}",0.0,ChIJi0SBdfWAhYAROmq7Ls01rZQ,GOOGLE,"['point_of_interest', 'establishment']",0.0,"300 Broadway # 8, San Francisco",CBS Corporation 2018-4399-1697041,,
18,OPERATIONAL,"{'location': {'lat': 37.7990324, 'lng': -122.4015267}, 'viewport': {'northeast': {'lat': 37.80050957989273, 'lng': -122.4000196701072}, 'southwest': {'lat': 37.79780992010728, 'lng': -122.4027193298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,Entercom San Francisco,,,ChIJuxBFdtOBhYARqqEqHW-JOMc,"{'compound_code': 'QHXX+J9 North Beach, San Francisco, CA', 'global_code': '849VQHXX+J9'}",0.0,ChIJuxBFdtOBhYARqqEqHW-JOMc,GOOGLE,"['point_of_interest', 'establishment']",0.0,"865 Battery St, San Francisco",CBS Corporation 2018-4399-1697041,,
19,OPERATIONAL,"{'location': {'lat': 25.789825, 'lng': -80.34106039999999}, 'viewport': {'northeast': {'lat': 25.79101632989272, 'lng': -80.33970637010727}, 'southwest': {'lat': 25.78831667010728, 'lng': -80.34240602989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,CBS News,{'open_now': True},"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105034968250965965842"">Ray Corona</a>'], 'photo_reference': 'CmRaAAAAlF4mgx-keUBCWOsX2DUqQR8e7pS8mrUhT7Rk32JNxjBjf3QjWVJNddhdCcuE5ziW9a6J8ASP76o_yLItUClGSBMXf2y_qZF5tcch9UoidTCQB5P766iFXL_IGZ7F0ERQEhDnjN03p5sw0Gb8URuhOy7SGhR6sTfzRuOBCwzMaGHHSlIzsxTWxA', 'width': 2988}]",ChIJdSOoKRW52YgRI4nsuySGEhE,"{'compound_code': 'QMQ5+WH Doral, Florida', 'global_code': '76QXQMQ5+WH'}",4.3,ChIJdSOoKRW52YgRI4nsuySGEhE,GOOGLE,"['point_of_interest', 'establishment']",30.0,"8900 NW 18th Terrace, Doral",CBS Corporation 2018-4399-1697070,,
20,OPERATIONAL,"{'location': {'lat': 27.8603746, 'lng': -82.64104329999999}, 'viewport': {'northeast': {'lat': 27.86172402989272, 'lng': -82.63985312010726}, 'southwest': {'lat': 27.85902437010728, 'lng': -82.64255277989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,WLLD,,"[{'height': 4731, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101967914883121595714"">Dixie Salter</a>'], 'photo_reference': 'CmRaAAAAL9kU6evadFvHubkDIl0L21jKHtuuHILXI0o4tggA8nmOvGgGBadxVE50vz4dH-xKuvNqNUHLvNsPH3rvolP-fbjwaUwpGNpMgtlCDd2rEdgiui5Rntw4aVRWSqXpgCu7EhA9NDJh5duqA3QMlr3cAFeYGhRQzbVR-QUzsZl14-kTt8LeEzVEPQ', 'width': 2988}]",ChIJn7n5sV3nwogRamY-0SgrY5E,"{'compound_code': 'V965+4H St. Petersburg, Florida', 'global_code': '76VVV965+4H'}",4.7,ChIJn7n5sV3nwogRamY-0SgrY5E,GOOGLE,"['point_of_interest', 'establishment']",43.0,"9721 Executive Center Dr N Suite 200, St. Petersburg",CBS Corporation 2018-4399-1697131,,
21,OPERATIONAL,"{'location': {'lat': 34.0751958, 'lng': -118.3586704}, 'viewport': {'northeast': {'lat': 34.07652232989272, 'lng': -118.3573210201073}, 'southwest': {'lat': 34.07382267010727, 'lng': -118.3600206798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,Television City,{'open_now': True},"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100200347972736580221"">Samarth km</a>'], 'photo_reference': 'CmRaAAAAuKmfSTq4kLWLXMwiuASkmWkW2rFBHhsw-GPg3pAU0qh-Jcj3zQsqGAPK6ye9RnMaivMe8AKYoh2Fz4APQBZpFXH363sqciIXu3Zg2B5CdWPaQ-qfIFTWMZCEKPufjiLoEhAvzoD64yV3c6iBV1gPbAKTGhTqhMHGGrQMUcmL6as12gXeT2B3IQ', 'width': 4032}]",ChIJ_RcZghO5woARoJWOfQPqIy4,"{'compound_code': '3JGR+3G Los Angeles, California', 'global_code': '85633JGR+3G'}",4.5,ChIJ_RcZghO5woARoJWOfQPqIy4,GOOGLE,"['point_of_interest', 'establishment']",81.0,"7800 Beverly Blvd, Los Angeles",CBS Corporation 2018-4399-1697286,,
22,OPERATIONAL,"{'location': {'lat': 34.1446003, 'lng': -118.392351}, 'viewport': {'northeast': {'lat': 34.14598807989272, 'lng': -118.3911512201072}, 'southwest': {'lat': 34.14328842010728, 'lng': -118.3938508798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,8d23ea627ccd3c62e47c1d4dc31c5dbd29747957,CBS Studio Center,{'open_now': True},"[{'height': 3807, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116762854930395036579"">Andrew Gregor</a>'], 'photo_reference': 'CmRaAAAAsygA9lk-EelsyIyXts0crH8xUza5dXpVReYzCjkf01FJuU_lrTGtAJAXRab5XKVKqCrQuWyrpVbc8c3S8FLY9LFaHuh6PjxjdaogAD-v7cSa3zRGGL2Vz8HVgFeysFGgEhAWePdj89gLZGvDM6lvb3yNGhRPT-8_ngElG67KOR5G-iTlqgi0Ag', 'width': 5710}]",ChIJRedS9Qe-woARWd5D5_4bRQc,"{'compound_code': '4JV5+R3 Los Angeles, California', 'global_code': '85634JV5+R3'}",4.6,ChIJRedS9Qe-woARWd5D5_4bRQc,GOOGLE,"['point_of_interest', 'establishment']",232.0,"4024 Radford Ave, Studio City",CBS Corporation 2018-4399-1697011,,
23,OPERATIONAL,"{'location': {'lat': 34.1471135, 'lng': -118.390316}, 'viewport': {'northeast': {'lat': 34.14831522989272, 'lng': -118.3890507701073}, 'southwest': {'lat': 34.14561557010728, 'lng': -118.3917504298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,9dfb598b3a7320b9058522143513e8f7d34ffd4b,CBS Broadcasting,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102866733849316275836"">A Google User</a>'], 'photo_reference': 'CmRaAAAAVMpQw7WYodv53clxFuKaKnZ-BgTEmNWWt9ReuzdFTCtCYiFZl4fYXjULu_ib91FRn1hBM0fwFXmiHUbf31eZcPRVQlQbnRcHTjia0aULqTmMYKrZQbAd8FZEl8o-VX0oEhAUwBRIKV6lfnRj8B_BoimZGhSHNZgAsAmsJEc9s1Tom6jm080Vmg', 'width': 4032}]",ChIJxwbhBAe-woARjUDay6SCMwE,"{'compound_code': '4JW5+RV Los Angeles, California', 'global_code': '85634JW5+RV'}",4.0,ChIJxwbhBAe-woARjUDay6SCMwE,GOOGLE,"['point_of_interest', 'establishment']",9.0,"4200 Radford Ave, Studio City",CBS Corporation 2018-4399-1697011,,
24,CLOSED_TEMPORARILY,"{'location': {'lat': 34.141714, 'lng': -118.3874011}, 'viewport': {'northeast': {'lat': 34.14306637989272, 'lng': -118.3860988701073}, 'southwest': {'lat': 34.14036672010728, 'lng': -118.3887985298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,,CBS Miami Studios,,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101364087382289150562"">Revit By Garrett</a>'], 'photo_reference': 'CmRaAAAAH52WQlrbi6x7glUfhDhlc1m-Gn-DDdeA0QR057sYWSx0_AmsEcx9TjRaRPegmXmdbnU9s1EDHy_cjfca3tKgw1DiEbsMKRYq7yZoAIfhi55kCu5-cE96sL_7gUkNtlSpEhAE4qmMMfI4fFuDgkq7a6pvGhQ3Df12OmwrcsR4KR7ebnGU6QR5oA', 'width': 3264}]",ChIJVzMtKQm-woARTgXcjyhTA1E,"{'compound_code': '4JR7+M2 Los Angeles, California', 'global_code': '85634JR7+M2'}",2.3,ChIJVzMtKQm-woARTgXcjyhTA1E,GOOGLE,"['electronics_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']",10.0,"4028 Colfax Ave, Studio City",CBS Corporation 2018-4399-1697011,True,
25,OPERATIONAL,"{'location': {'lat': 34.1464052, 'lng': -118.3914721}, 'viewport': {'northeast': {'lat': 34.14781867989272, 'lng': -118.3904408701073}, 'southwest': {'lat': 34.14511902010727, 'lng': -118.3931405298928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,CBS,,,ChIJId2GNB2_woARX2AEnEgEemA,"{'compound_code': '4JW5+HC Los Angeles, California', 'global_code': '85634JW5+HC'}",0.0,ChIJId2GNB2_woARX2AEnEgEemA,GOOGLE,"['point_of_interest', 'establishment']",0.0,"4024 Radford Ave, Studio City",CBS Corporation 2018-4399-1697011,,
